SNP	eGene	CHR	POS	SNP_PHENOTYPE	END	First_Level	PHENOTYPE	Metabolism	Locus	Locus name	Entrez Gene Name	Location	Type(s)	Most associated metabolite or ratio	Biochemical locus-metabolite relationship [PMID]	Predicted causal gene	eQTL (gene and tissue)	Complex trait association [PMID]	Metabolite association [PMID]	Inborn error metabolism	Gene/protein classification (DT=drug target, ME=metabolic enzyme, TP=transporter)	ChEMBL ID	Drug information	In development PharmaProjects (preclinical, Phase I to III, pre-registration, registration)	Failed PharmaProjects (Suspended, withdrawn, no development)	split_eQTLs	causal_eGene	split	Overlap
rs10491431	DAB2	5	39371780	X-11445--5-alpha-pregnan-3beta,20alpha-disulfate	39462402	Cellular Processes		False	41	UGT3A1	UDP glycosyltransferase 3 family, polypeptide A1	unknown	enzyme	X-11445--5-alpha-pregnan-3beta,20alpha-disulfate	UGT3A1 has activity against 17alpha-estradiol and 17beta-estradiol [18981171].  UGT3A2 has activity against estrogens [21088224]. X-11445 has been identified as 5-alpha-pregnan-3beta,20alpha-disulfate	UGT3A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	UGT3A1	False
rs10504073	C8orf22	8	49966870	lysine/ glutaroyl carnitine	49988649	Unknown		False	69	SNAI2	snail homolog 2 (Drosophila)	Nucleus	transcription regulator	lysine/ glutaroyl carnitine	Glutaroyl carnitine is related to products of lysine degradation. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs10504073	EFCAB1	8	49623348	lysine/ glutaroyl carnitine	49647870	Unknown		False	69	SNAI2	snail homolog 2 (Drosophila)	Nucleus	transcription regulator	lysine/ glutaroyl carnitine	Glutaroyl carnitine is related to products of lysine degradation. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs10504073	RP11-10H	8	50081098	lysine/ glutaroyl carnitine	50141484	Unknown		False	69	SNAI2	snail homolog 2 (Drosophila)	Nucleus	transcription regulator	lysine/ glutaroyl carnitine	Glutaroyl carnitine is related to products of lysine degradation. Ratio interpretation: n/a.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1053941	CCDC163P	1	45959538	erythritol	45965724	Unknown		False	2	NASP	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	erythritol	Erythritol ((2R,3S)-butane-1,2,3,4-tetraol) is a sugar alcohol (or polyol) that has been approved for use as a food additive in the United States. It occurs naturally in some fruits and fermented food; less calories than regular sugar, no major side effects reported.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1053941	MMACHC	1	45965752	erythritol	45976707	Organismal Systems		False	2	NASP	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	erythritol	Erythritol ((2R,3S)-butane-1,2,3,4-tetraol) is a sugar alcohol (or polyol) that has been approved for use as a food additive in the United States. It occurs naturally in some fruits and fermented food; less calories than regular sugar, no major side effects reported.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1053941	TMEM69	1	46152886	erythritol	46159995	Unknown		False	2	NASP	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	erythritol	Erythritol ((2R,3S)-butane-1,2,3,4-tetraol) is a sugar alcohol (or polyol) that has been approved for use as a food additive in the United States. It occurs naturally in some fruits and fermented food; less calories than regular sugar, no major side effects reported.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1053941	PRDX1	1	45976740	erythritol	45988719	Cellular Processes		False	2	NASP	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	erythritol	Erythritol ((2R,3S)-butane-1,2,3,4-tetraol) is a sugar alcohol (or polyol) that has been approved for use as a food additive in the United States. It occurs naturally in some fruits and fermented food; less calories than regular sugar, no major side effects reported.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1053941	MAST2	1	46252659	erythritol	46501796	Unknown		False	2	NASP	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	erythritol	Erythritol ((2R,3S)-butane-1,2,3,4-tetraol) is a sugar alcohol (or polyol) that has been approved for use as a food additive in the United States. It occurs naturally in some fruits and fermented food; less calories than regular sugar, no major side effects reported.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1053941	PIK3R3	1	46505812	erythritol	46642160	Environmental Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False	2	NASP	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	erythritol	Erythritol ((2R,3S)-butane-1,2,3,4-tetraol) is a sugar alcohol (or polyol) that has been approved for use as a food additive in the United States. It occurs naturally in some fruits and fermented food; less calories than regular sugar, no major side effects reported.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1053941	NSUN4	1	46805849	erythritol	46830824	Unknown		False	2	NASP	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	erythritol	Erythritol ((2R,3S)-butane-1,2,3,4-tetraol) is a sugar alcohol (or polyol) that has been approved for use as a food additive in the United States. It occurs naturally in some fruits and fermented food; less calories than regular sugar, no major side effects reported.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1053941	ERI3	1	44686742	erythritol	44820932	Unknown		False	2	NASP	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	erythritol	Erythritol ((2R,3S)-butane-1,2,3,4-tetraol) is a sugar alcohol (or polyol) that has been approved for use as a food additive in the United States. It occurs naturally in some fruits and fermented food; less calories than regular sugar, no major side effects reported.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1053941	SZRD1	1	16679070	erythritol	16724640	Unknown		False	2	NASP	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	erythritol	Erythritol ((2R,3S)-butane-1,2,3,4-tetraol) is a sugar alcohol (or polyol) that has been approved for use as a food additive in the United States. It occurs naturally in some fruits and fermented food; less calories than regular sugar, no major side effects reported.	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs11101730	FUOM	10	135168658	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	135171529	Unknown		False	86	PAOX	polyamine oxidase (exo-N4-amino)	Cytoplasm	enzyme	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	X-03056 has been identified as N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	unknown	NA	NA	NA	NA	ME	CHEMBL2105	No specific drug is primarily metabolised by this enzyme; compounds with no activity in ChEMBL	NA	NA	NA	False	unknown	False
rs11101730	PAOX	10	135192695	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	135205198	Cellular Processes		False	86	PAOX	polyamine oxidase (exo-N4-amino)	Cytoplasm	enzyme	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	X-03056 has been identified as N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	unknown	NA	NA	NA	NA	ME	CHEMBL2105	No specific drug is primarily metabolised by this enzyme; compounds with no activity in ChEMBL	NA	NA	NA	False	unknown	False
rs11101730	ECHS1	10	135175984	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	135187193	Metabolism	Amino acid metabolism	True	86	PAOX	polyamine oxidase (exo-N4-amino)	Cytoplasm	enzyme	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	X-03056 has been identified as N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	unknown	NA	NA	NA	NA	ME	CHEMBL2105	No specific drug is primarily metabolised by this enzyme; compounds with no activity in ChEMBL	NA	NA	NA	False	unknown	False
rs1163251	ZNF697	1	120162045	Serine	120190396	Unknown		False	10	PHGDH	phosphoglycerate dehydrogenase	Cytoplasm	enzyme	Serine	PHGDH encodes a phosphoglycerate dehydrogenase which catalyses the first and rate‐limiting step in serine biosynthesis [16589713].	PHGDH	PHGDH-FAT,PHGDH-Skin,NOTCH2-LCL	NA	serine [21886157] (r2=0.477 with rs477992); Ornithine/Serine [20037589];  Serine [23823483]	3-Phosphoglycerate dehydrogenase deficiency	NA	NA	NA	NA	NA	PHGDH FAT PHGDH Skin NOTCH2 LCL	True	PHGDH	False
rs1163251	PHGDH	1	120202421	Serine	120286838	Metabolism	Amino acid metabolism	True	10	PHGDH	phosphoglycerate dehydrogenase	Cytoplasm	enzyme	Serine	PHGDH encodes a phosphoglycerate dehydrogenase which catalyses the first and rate‐limiting step in serine biosynthesis [16589713].	PHGDH	PHGDH-FAT,PHGDH-Skin,NOTCH2-LCL	NA	serine [21886157] (r2=0.477 with rs477992); Ornithine/Serine [20037589];  Serine [23823483]	3-Phosphoglycerate dehydrogenase deficiency	NA	NA	NA	NA	NA	PHGDH FAT PHGDH Skin NOTCH2 LCL	True	PHGDH	True
rs1163251	MACF1	1	39546988	Serine	39952849	Unknown		False	10	PHGDH	phosphoglycerate dehydrogenase	Cytoplasm	enzyme	Serine	PHGDH encodes a phosphoglycerate dehydrogenase which catalyses the first and rate‐limiting step in serine biosynthesis [16589713].	PHGDH	PHGDH-FAT,PHGDH-Skin,NOTCH2-LCL	NA	serine [21886157] (r2=0.477 with rs477992); Ornithine/Serine [20037589];  Serine [23823483]	3-Phosphoglycerate dehydrogenase deficiency	NA	NA	NA	NA	NA	PHGDH FAT PHGDH Skin NOTCH2 LCL	True	PHGDH	False
rs11647589	ACSM5	16	20420856	3-phenylpropionate (hydrocinnamate)	20452571	Metabolism	Carbohydrate metabolism	True	116	ACSM5	acyl-CoA synthetase medium-chain family member 5	unknown	enzyme	3-phenylpropionate (hydrocinnamate)	3-phenylpropionate is derived from phenylalanine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs11647589	RP11-143	16	20598007	3-phenylpropionate (hydrocinnamate)	20618429	Unknown		False	116	ACSM5	acyl-CoA synthetase medium-chain family member 5	unknown	enzyme	3-phenylpropionate (hydrocinnamate)	3-phenylpropionate is derived from phenylalanine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs11647589	AC004381.6	16	20817999	3-phenylpropionate (hydrocinnamate)	20860987	Unknown		False	116	ACSM5	acyl-CoA synthetase medium-chain family member 5	unknown	enzyme	3-phenylpropionate (hydrocinnamate)	3-phenylpropionate is derived from phenylalanine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs11647589	ACSM1	16	20634559	3-phenylpropionate (hydrocinnamate)	20710212	Metabolism	Carbohydrate metabolism	True	116	ACSM5	acyl-CoA synthetase medium-chain family member 5	unknown	enzyme	3-phenylpropionate (hydrocinnamate)	3-phenylpropionate is derived from phenylalanine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs11647589	ACSM3	16	20621565	3-phenylpropionate (hydrocinnamate)	20807446	Metabolism	Carbohydrate metabolism	True	116	ACSM5	acyl-CoA synthetase medium-chain family member 5	unknown	enzyme	3-phenylpropionate (hydrocinnamate)	3-phenylpropionate is derived from phenylalanine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs11647589	PDILT	16	20370492	3-phenylpropionate (hydrocinnamate)	20416059	Unknown		False	116	ACSM5	acyl-CoA synthetase medium-chain family member 5	unknown	enzyme	3-phenylpropionate (hydrocinnamate)	3-phenylpropionate is derived from phenylalanine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs11647589	EEF2K	16	22217603	3-phenylpropionate (hydrocinnamate)	22298554	Environmental Information Processing, Organismal Systems		False	116	ACSM5	acyl-CoA synthetase medium-chain family member 5	unknown	enzyme	3-phenylpropionate (hydrocinnamate)	3-phenylpropionate is derived from phenylalanine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs11647589	TPT1-AS1	13	45915506	3-phenylpropionate (hydrocinnamate)	45965857	Unknown		False	116	ACSM5	acyl-CoA synthetase medium-chain family member 5	unknown	enzyme	3-phenylpropionate (hydrocinnamate)	3-phenylpropionate is derived from phenylalanine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1171615	SLC16A9	10	61410523	carnitine/ X-12798	61495760	Unknown		False	78	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	unknown	other	carnitine/ X-12798	SLC16A9 encodes a carnitine efflux transporter [21886157]. Ratio interpretation: n/a.	SLC16A9	SLC16A9-LCL	Urate levels [23263486]; Uric Acid [19503597]	Carnitine [21886157] (r2=0.346 with rs7094971); C0 [20037589] (r2=0.346 with rs7094971); Carnitine [23823483]	NA	NA	NA	NA	NA	NA	SLC16A9 LCL	True	SLC16A9	True
rs1171615	CCDC6	10	61548521	carnitine/ X-12798	61666414	Human Diseases		False	78	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	unknown	other	carnitine/ X-12798	SLC16A9 encodes a carnitine efflux transporter [21886157]. Ratio interpretation: n/a.	SLC16A9	SLC16A9-LCL	Urate levels [23263486]; Uric Acid [19503597]	Carnitine [21886157] (r2=0.346 with rs7094971); C0 [20037589] (r2=0.346 with rs7094971); Carnitine [23823483]	NA	NA	NA	NA	NA	NA	SLC16A9 LCL	True	SLC16A9	False
rs1185567	SLC17A1	6	25783125	dehydroisoandrosterone sulfate (DHEA-S)/ 4-androsten-3beta,17beta-diol disulfate 2	25832287	Unknown		False	49	SLC17A3	solute carrier family 17 (sodium phosphate), member 3	Plasma Membrane	transporter	dehydroisoandrosterone sulfate (DHEA-S)/ 4-androsten-3beta,17beta-diol disulfate 2	dehydroisoandrosterone sulfate (DHEA-S) and 4-androsten-3beta,17beta-diol disulfate 2 are steroid hormones. Ratio interpretation: n/a.	unknown	NA	Cardiovascular disease risk factors [21943158]; Urate levels [18834626,23263486,20884846]; Uric acid levels [19503597]	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1185567	SLC17A3	6	25833294	dehydroisoandrosterone sulfate (DHEA-S)/ 4-androsten-3beta,17beta-diol disulfate 2	25874471	Unknown		False	49	SLC17A3	solute carrier family 17 (sodium phosphate), member 3	Plasma Membrane	transporter	dehydroisoandrosterone sulfate (DHEA-S)/ 4-androsten-3beta,17beta-diol disulfate 2	dehydroisoandrosterone sulfate (DHEA-S) and 4-androsten-3beta,17beta-diol disulfate 2 are steroid hormones. Ratio interpretation: n/a.	unknown	NA	Cardiovascular disease risk factors [21943158]; Urate levels [18834626,23263486,20884846]; Uric acid levels [19503597]	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1185567	U91328.19	6	25992890	dehydroisoandrosterone sulfate (DHEA-S)/ 4-androsten-3beta,17beta-diol disulfate 2	26002003	Unknown		False	49	SLC17A3	solute carrier family 17 (sodium phosphate), member 3	Plasma Membrane	transporter	dehydroisoandrosterone sulfate (DHEA-S)/ 4-androsten-3beta,17beta-diol disulfate 2	dehydroisoandrosterone sulfate (DHEA-S) and 4-androsten-3beta,17beta-diol disulfate 2 are steroid hormones. Ratio interpretation: n/a.	unknown	NA	Cardiovascular disease risk factors [21943158]; Urate levels [18834626,23263486,20884846]; Uric acid levels [19503597]	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs1185567	TRIM38	6	25963030	dehydroisoandrosterone sulfate (DHEA-S)/ 4-androsten-3beta,17beta-diol disulfate 2	25987384	Unknown		False	49	SLC17A3	solute carrier family 17 (sodium phosphate), member 3	Plasma Membrane	transporter	dehydroisoandrosterone sulfate (DHEA-S)/ 4-androsten-3beta,17beta-diol disulfate 2	dehydroisoandrosterone sulfate (DHEA-S) and 4-androsten-3beta,17beta-diol disulfate 2 are steroid hormones. Ratio interpretation: n/a.	unknown	NA	Cardiovascular disease risk factors [21943158]; Urate levels [18834626,23263486,20884846]; Uric acid levels [19503597]	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs12141041	DOCK3	3	50712672	Alpha-hydroxyisovalerate	51421629	Unknown		False	9	HAO2	hydroxyacid oxidase 2 (long chain)	Cytoplasm	enzyme	Alpha-hydroxyisovalerate	HAO2 encodes a 2-hydroxyacid oxidase which catalyzes the oxidation of L-alpha-hydroxy acids; alpha-hydroxyisovalerate or a related metabolite may be a potential substrate [10777549].	HAO2	NA	NA	NA	NA	NA	CHEMBL2021745	Compounds with low inhibitory activity in ChEMBL	NA	1	NA	False	HAO2	False
rs12141041	CD2	1	117297007	Alpha-hydroxyisovalerate	117311850	Environmental Information Processing, Organismal Systems		False	9	HAO2	hydroxyacid oxidase 2 (long chain)	Cytoplasm	enzyme	Alpha-hydroxyisovalerate	HAO2 encodes a 2-hydroxyacid oxidase which catalyzes the oxidation of L-alpha-hydroxy acids; alpha-hydroxyisovalerate or a related metabolite may be a potential substrate [10777549].	HAO2	NA	NA	NA	NA	NA	CHEMBL2021745	Compounds with low inhibitory activity in ChEMBL	NA	1	NA	False	HAO2	False
rs12141041	MAN1A2	1	117910071	Alpha-hydroxyisovalerate	118071494	Metabolism, Genetic Information Processing	Carbohydrate metabolism	True	9	HAO2	hydroxyacid oxidase 2 (long chain)	Cytoplasm	enzyme	Alpha-hydroxyisovalerate	HAO2 encodes a 2-hydroxyacid oxidase which catalyzes the oxidation of L-alpha-hydroxy acids; alpha-hydroxyisovalerate or a related metabolite may be a potential substrate [10777549].	HAO2	NA	NA	NA	NA	NA	CHEMBL2021745	Compounds with low inhibitory activity in ChEMBL	NA	1	NA	False	HAO2	False
rs12550729	MAF1	8	145159402	5-oxoproline	145162514	Unknown		False	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	False
rs12550729	PARP10	8	145051321	5-oxoproline	145086940	Unknown		False	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	False
rs12550729	KIAA1875	8	145162629	5-oxoproline	145173218	Unknown		False	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	False
rs12550729	GPAA1	8	145137493	5-oxoproline	145141119	Metabolism	Carbohydrate metabolism	True	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	False
rs12550729	SHARPIN	8	145153536	5-oxoproline	145162961	Cellular Processes, Organismal Systems		False	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	False
rs12550729	EXOSC4	8	145134326	5-oxoproline	145135550	Genetic Information Processing		False	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	False
rs12550729	OPLAH	8	145106630	5-oxoproline	145118735	Metabolism	Amino acid metabolism	True	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	True
rs12550729	CTD-3065	8	145132905	5-oxoproline	145134168	Unknown		False	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	False
rs12550729	EPPK1	8	144939497	5-oxoproline	144952632	Unknown		False	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	False
rs12550729	PLEC	8	144989321	5-oxoproline	145050902	Unknown		False	71	OPLAH	5-oxoprolinase (ATP-hydrolysing)	Cytoplasm	enzyme	5-oxoproline	OPLAH encodes 5-oxoprolinase which catalyzes the ATP-dependent hydrolysis of 5-oxoproline to glutamic acid [9233839]	OPLAH	NA	NA	5-oxoproline [21886157]	NA	NA	NA	NA	NA	NA	NA	False	OPLAH	False
rs12602901	RP11-81A	17	4704454	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	4710308	Unknown		False	125	RNF167	ring finger protein 167	Cytoplasm	enzyme	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	X-03056 has been identified as N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs12602901	ENO3	17	4851387	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	4860426	Metabolism, Genetic Information Processing, Environmental Information Processing	Carbohydrate metabolism	True	125	RNF167	ring finger protein 167	Cytoplasm	enzyme	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	X-03056 has been identified as N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs12602901	INCA1	17	4891521	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	4900905	Unknown		False	125	RNF167	ring finger protein 167	Cytoplasm	enzyme	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	X-03056 has been identified as N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs12602901	CAMTA2	17	4871287	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	4890939	Unknown		False	125	RNF167	ring finger protein 167	Cytoplasm	enzyme	X-03056--N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	X-03056 has been identified as N-[3-(2-oxopyrrolidin-1-yl)propyl]acetamide	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
